PassengerId,Age,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Transported,num,HomePlanet_Europa,HomePlanet_Mars,CryoSleep_True,Destination_PSO J318.5-22,Destination_TRAPPIST-1e,VIP_True,deck_B,deck_C,deck_D,deck_E,deck_F,deck_G,deck_T,side_S
0001_01,39.0,False,False,False,False,False,False,0.0,True,False,False,False,True,False,True,False,False,False,False,False,False,False
0002_01,24.0,False,False,False,False,False,True,0.0,False,False,False,False,True,False,False,False,False,False,True,False,False,True
0003_01,58.0,True,True,True,True,True,False,0.0,True,False,False,False,True,True,False,False,False,False,False,False,False,True
0003_02,33.0,False,False,False,False,False,False,0.0,True,False,False,False,True,False,False,False,False,False,False,False,False,True
0004_01,16.0,False,False,False,False,False,True,1.0,False,False,False,False,True,False,False,False,False,False,True,False,False,True
0005_01,44.0,False,False,False,False,False,True,0.0,False,False,False,True,False,False,False,False,False,False,True,False,False,False
0006_01,26.0,False,False,False,False,False,True,2.0,False,False,False,False,True,False,False,False,False,False,True,False,False,True
0006_02,28.0,False,False,False,False,False,True,0.0,False,False,True,False,True,False,False,False,False,False,False,True,False,True
0007_01,35.0,False,False,False,False,False,True,3.0,False,False,False,False,True,False,False,False,False,False,True,False,False,True
0008_01,14.0,False,False,False,False,False,True,1.0,True,False,True,False,False,False,True,False,False,False,False,False,False,False
0008_02,34.0,False,False,False,False,False,True,1.0,True,False,True,False,True,False,True,False,False,False,False,False,False,False
0008_03,45.0,False,False,False,False,False,True,1.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False
0009_01,32.0,False,False,False,False,False,True,1.0,False,True,False,False,True,False,False,False,False,False,True,False,False,False
0010_01,48.0,False,False,False,False,False,False,1.0,False,False,False,False,True,False,False,False,False,False,False,True,False,True
0011_01,28.0,False,False,False,False,False,True,2.0,False,False,False,False,True,False,False,False,False,False,True,False,False,False
0012_01,31.0,False,False,False,False,False,False,427.0,False,False,False,False,True,False,False,False,False,False,True,False,False,True
0014_01,27.0,False,False,False,False,False,False,3.0,False,True,False,False,False,False,False,False,False,False,True,False,False,False
0015_01,24.0,False,False,False,False,False,False,4.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False
0016_01,45.0,False,False,False,False,False,True,5.0,False,True,True,False,True,False,False,False,False,False,True,False,False,False
0017_01,0.0,False,False,False,False,False,True,0.0,False,False,False,False,True,False,False,False,False,False,False,True,False,False
0017_02,14.0,False,False,False,False,False,False,6.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False
0020_01,1.0,False,False,False,False,False,False,0.0,False,False,True,False,True,False,False,False,False,True,False,False,False,True
0020_02,49.0,False,False,False,False,False,False,0.0,False,False,True,False,False,False,False,False,False,True,False,False,False,True
0020_03,29.0,False,False,False,False,False,False,0.0,False,False,True,False,False,False,False,False,False,True,False,False,False,True
0020_04,10.0,False,False,False,False,False,True,0.0,False,False,False,False,True,False,False,False,False,True,False,False,False,True
0020_05,1.0,False,False,False,False,False,False,0.0,False,False,True,True,False,False,False,False,False,True,False,False,False,True
0020_06,7.0,False,False,False,False,False,False,0.0,False,False,False,False,True,False,False,False,False,True,False,False,False,True
0022_01,21.0,False,False,False,False,False,False,0.0,False,True,False,False,True,False,False,False,True,False,False,False,False,False
0024_01,62.0,False,False,False,False,False,True,2.0,True,False,True,False,True,False,False,True,False,False,False,False,False,True
0025_01,15.0,False,False,False,False,False,False,6.0,False,False,False,False,True,False,False,False,False,False,True,False,False,True
0026_01,34.0,False,False,False,False,False,False,0.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False
0028_01,43.0,False,False,False,False,False,False,8.0,False,True,False,False,True,False,False,False,False,False,True,False,False,False
0030_01,32.0,False,False,False,False,False,False,4.0,False,False,False,False,True,False,False,False,False,False,False,True,False,True
0031_01,47.0,False,False,False,False,False,True,9.0,False,True,False,False,True,False,False,False,False,False,True,False,False,False
0031_02,2.0,False,False,False,False,False,True,9.0,False,True,False,False,True,False,False,False,False,False,True,False,False,False
0031_03,20.0,False,False,False,False,False,True,9.0,False,True,False,False,True,False,False,False,False,False,True,False,False,False
0034_01,28.0,False,False,False,False,False,True,1.0,True,False,True,False,False,False,False,False,True,False,False,False,False,True
0035_01,23.0,False,False,False,False,False,False,1.0,False,True,False,False,False,False,False,False,True,False,False,False,False,False
0036_01,15.0,False,False,False,False,False,False,8.0,False,False,False,False,False,False,False,False,False,False,True,False,False,True
0038_01,20.0,False,False,False,False,False,False,10.0,False,False,False,False,False,False,False,False,False,False,True,False,False,True
0039_01,30.0,False,False,False,False,False,False,1.0,False,False,True,False,False,False,False,False,False,False,False,True,False,False
0041_01,17.0,False,False,False,False,False,True,2.0,False,False,True,False,True,False,False,False,False,False,False,True,False,False
0043_01,45.0,False,False,False,False,False,False,3.0,True,False,False,False,True,False,True,False,False,False,False,False,False,False
0044_01,55.0,False,False,False,False,False,False,3.0,False,False,True,False,True,False,False,False,False,False,False,True,False,False
0044_02,4.0,False,False,False,False,False,True,3.0,False,False,True,False,False,False,False,False,False,False,False,True,False,False
0044_03,21.0,False,False,False,False,False,True,3.0,False,False,True,True,False,False,False,False,False,False,False,True,False,False
0045_01,21.0,False,False,False,False,False,False,10.0,False,True,False,False,True,False,False,False,False,False,True,False,False,False
0045_02,19.0,False,False,False,False,False,True,10.0,False,True,True,False,True,False,False,False,False,False,True,False,False,False
0050_01,35.0,False,False,False,False,False,False,1.0,False,False,False,False,False,False,False,False,False,True,False,False,False,True
0051_01,56.0,False,False,False,False,False,False,2.0,False,False,False,False,True,False,False,False,False,True,False,False,False,True
0052_01,27.0,False,False,False,False,False,False,6.0,False,False,False,False,True,False,False,False,False,False,False,True,False,True
0053_01,25.0,False,False,False,False,False,True,11.0,False,False,False,False,True,False,False,False,False,False,True,False,False,True
0056_01,2.0,False,False,False,False,False,True,1.0,True,False,False,False,True,False,False,False,False,False,False,False,False,True
0056_02,38.0,False,False,False,False,False,True,1.0,True,False,True,False,True,False,False,False,False,False,False,False,False,True
0056_03,27.0,False,False,False,False,False,True,1.0,True,False,False,False,True,False,False,False,False,False,False,False,False,True
0058_01,36.0,False,False,False,False,False,False,7.0,False,False,True,True,False,False,False,False,False,False,False,True,False,True
0061_01,22.0,False,False,False,False,False,False,12.0,False,False,False,False,True,False,False,False,False,False,True,False,False,True
0062_01,62.0,False,False,False,False,False,False,13.0,False,False,False,False,True,False,False,False,False,False,True,False,False,True
0064_01,15.0,False,False,False,False,False,True,14.0,False,True,True,False,True,False,False,False,False,False,True,False,False,True
0064_02,33.0,False,False,False,False,False,True,3.0,False,False,True,False,True,False,False,False,False,True,False,False,False,True
0066_01,62.0,False,False,False,False,False,False,6.0,False,False,False,False,True,False,False,False,False,False,False,True,False,False
0067_01,0.0,False,False,False,False,False,True,10.0,False,False,True,True,False,False,False,False,False,False,False,True,False,True
0067_02,18.0,False,False,False,False,False,True,10.0,False,False,False,False,True,False,False,False,False,False,False,True,False,True
0067_03,21.0,False,False,False,False,False,False,15.0,False,False,False,False,False,False,False,False,False,False,True,False,False,True
0068_01,27.0,False,False,False,False,False,False,4.0,False,True,False,False,True,False,False,False,False,True,False,False,False,True
0069_01,42.0,False,False,False,False,False,True,16.0,False,False,False,False,True,False,False,False,False,False,True,False,False,True
0070_01,19.0,False,False,False,False,False,False,13.0,False,False,False,False,True,False,False,False,False,False,True,False,False,False
0071_01,17.0,False,False,False,False,False,False,14.0,False,False,False,False,True,False,False,False,False,False,True,False,False,False
0072_01,14.0,False,False,False,False,False,False,17.0,False,False,False,False,True,False,False,False,False,False,True,False,False,True
0073_01,37.0,False,False,False,False,False,False,3.0,False,True,False,True,False,False,False,False,True,False,False,False,False,False
0074_01,42.0,False,False,False,False,False,True,3.0,True,False,False,False,True,False,False,True,False,False,False,False,False,True
0076_01,27.0,False,False,False,False,False,True,18.0,False,True,False,False,True,False,False,False,False,False,True,False,False,True
0077_01,28.0,False,False,False,False,False,True,15.0,False,True,False,False,True,False,False,False,False,False,True,False,False,False
0078_01,38.0,False,False,False,False,False,False,4.0,True,False,False,False,True,False,False,True,False,False,False,False,False,True
0081_01,13.0,False,False,False,False,False,False,13.0,False,False,True,False,True,False,False,False,False,False,False,True,False,True
0082_01,42.0,False,False,False,False,False,False,16.0,False,True,False,False,True,False,False,False,False,False,True,False,False,False
0082_02,2.0,False,False,False,False,False,True,16.0,False,True,True,False,True,False,False,False,False,False,True,False,False,False
0082_03,8.0,False,False,False,False,False,True,16.0,False,True,False,False,True,False,False,False,False,False,True,False,False,False
0084_01,24.0,False,False,False,False,False,True,14.0,False,False,False,False,True,False,False,False,False,False,False,True,False,True
0085_01,40.0,False,False,False,False,False,True,5.0,True,False,True,False,True,False,False,True,False,False,False,False,False,True
0086_01,43.0,False,False,False,False,False,False,17.0,False,False,False,False,True,False,False,False,False,False,True,False,False,False
