PassengerId,Age,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Transported,num,HomePlanet_Europa,HomePlanet_Mars,CryoSleep_True,Destination_PSO J318.5-22,Destination_TRAPPIST-1e,VIP_True,deck_B,deck_C,deck_D,deck_E,deck_F,deck_G,deck_T,side_S
0013_01,0.34177215189873417,False,False,False,False,False,False,0.0015873015873015873,False,False,True,False,True,False,False,False,False,False,False,True,False,True
0018_01,0.24050632911392406,False,False,False,False,False,False,0.0021164021164021165,False,False,False,False,True,False,False,False,False,False,True,False,False,True
0019_01,0.3924050632911392,False,False,False,False,False,False,0.0,True,False,True,False,False,False,False,True,False,False,False,False,False,True
0021_01,0.4810126582278481,False,False,False,False,False,False,0.0005291005291005291,True,False,False,False,True,False,False,True,False,False,False,False,False,True
0023_01,0.25316455696202533,False,False,False,False,False,False,0.002645502645502646,False,False,False,False,True,False,False,False,False,False,True,False,False,True
0027_01,0.3924050632911392,False,False,False,False,False,False,0.003703703703703704,False,False,False,False,True,False,False,False,False,False,True,False,False,False
0029_01,0.26582278481012656,False,False,False,False,False,False,0.0010582010582010583,True,False,True,False,False,False,True,False,False,False,False,False,False,False
0032_01,0.25316455696202533,False,False,False,False,False,False,0.0,True,False,True,False,True,False,False,False,True,False,False,False,False,True
0032_02,0.2911392405063291,False,False,False,False,False,False,0.0,True,False,True,False,False,False,False,False,True,False,False,False,False,True
0033_01,0.3037974683544304,False,False,False,False,False,False,0.003703703703703704,False,False,False,False,False,False,False,False,False,False,True,False,False,True
0037_01,0.24050632911392406,False,False,False,False,False,False,0.004761904761904762,False,False,False,False,True,False,False,False,False,False,True,False,False,True
0040_01,0.569620253164557,False,False,False,False,False,False,0.0010582010582010583,True,False,False,False,True,False,False,False,True,False,False,False,False,False
0040_02,0.5569620253164557,False,False,False,False,False,False,0.0010582010582010583,True,False,False,False,True,False,False,False,True,False,False,False,False,False
0042_01,0.5822784810126582,False,False,False,False,False,False,0.0,False,True,True,False,True,False,False,False,False,True,False,False,False,False
0046_01,0.26582278481012656,False,False,False,False,False,False,0.0021164021164021165,False,False,False,False,True,False,False,False,False,False,False,True,False,False
0046_02,0.34177215189873417,False,False,False,False,False,False,0.005820105820105821,False,False,False,False,True,False,False,False,False,False,True,False,False,False
0046_03,0.25316455696202533,False,False,False,False,False,False,0.005820105820105821,False,False,False,False,True,False,False,False,False,False,True,False,False,False
0047_01,0.5569620253164557,False,False,False,False,False,False,0.0,True,False,True,False,True,False,True,False,False,False,False,False,False,True
0047_02,0.3670886075949367,False,False,False,False,False,False,0.23386243386243388,True,False,False,False,True,False,False,False,False,False,True,False,False,True
0047_03,0.5063291139240507,False,False,False,False,False,False,0.0,True,False,False,False,True,False,True,False,False,False,False,False,False,True
0048_01,0.37974683544303794,False,False,False,False,False,False,0.002645502645502646,False,False,False,False,True,False,False,False,False,False,False,True,False,True
0049_01,0.17721518987341772,False,False,False,False,False,False,0.0005291005291005291,False,False,False,False,True,False,False,False,False,True,False,False,False,False
0054_01,0.3924050632911392,False,False,False,False,False,False,0.0021164021164021165,True,False,True,False,False,False,True,False,False,False,False,False,False,False
0054_02,0.34177215189873417,False,False,False,False,False,False,0.0021164021164021165,True,False,False,False,False,False,True,False,False,False,False,False,False,False
0054_03,0.8354430379746836,False,False,False,False,False,False,0.0021164021164021165,True,False,False,False,False,False,True,False,False,False,False,False,False,False
0055_01,0.3037974683544304,False,False,False,False,False,False,0.002645502645502646,False,False,False,False,True,False,False,False,False,False,False,True,False,False
0057_01,0.24050632911392406,False,False,False,False,False,False,0.0005291005291005291,True,False,False,False,False,False,False,True,False,False,False,False,False,False
0059_01,0.45569620253164556,False,False,False,False,False,False,0.0010582010582010583,False,False,True,False,True,False,False,False,False,True,False,False,False,False
0060_01,0.26582278481012656,False,False,False,False,False,False,0.006349206349206349,False,False,False,False,True,False,False,False,False,False,True,False,False,False
0063_01,0.22784810126582278,False,False,False,False,False,False,0.004232804232804233,False,False,True,False,False,False,False,False,False,False,False,True,False,True
0065_01,0.3291139240506329,False,False,False,False,False,False,0.004761904761904762,False,False,True,False,True,False,False,False,False,False,False,True,False,True
0075_01,0.24050632911392406,False,False,False,False,False,False,0.005820105820105821,False,False,False,False,True,False,False,False,False,False,False,True,False,True
0079_01,0.6075949367088608,False,False,False,False,False,False,0.006349206349206349,False,False,True,False,True,False,False,False,False,False,False,True,False,True
0080_01,0.2911392405063291,False,False,False,False,False,False,0.003703703703703704,False,False,False,False,True,False,False,False,False,False,False,True,False,False
0083_01,0.3037974683544304,False,False,False,False,False,False,0.004232804232804233,False,False,False,False,True,False,False,False,False,False,False,True,False,False
0087_01,0.24050632911392406,False,False,False,False,False,False,0.0015873015873015873,False,False,False,False,True,False,False,False,False,True,False,False,False,False
0089_01,0.3037974683544304,False,False,False,False,False,False,0.010052910052910053,False,True,True,False,True,False,False,False,False,False,True,False,False,True
0093_01,0.34177215189873417,False,False,False,False,False,False,0.005291005291005292,False,False,False,False,True,False,False,False,False,False,False,True,False,False
0094_01,0.0759493670886076,False,False,False,False,False,False,0.008994708994708995,False,False,True,False,True,False,False,False,False,False,False,True,False,True
0094_02,0.4177215189873418,False,False,False,False,False,False,0.011111111111111112,False,False,False,False,True,False,False,False,False,False,True,False,False,True
0095_01,0.2911392405063291,False,False,False,False,False,False,0.009523809523809525,False,False,False,True,False,False,False,False,False,False,True,False,False,False
0096_01,0.37974683544303794,False,False,False,False,False,False,0.011640211640211642,False,False,False,True,False,False,False,False,False,False,True,False,False,True
0100_01,0.3291139240506329,False,False,False,False,False,False,0.0068783068783068784,False,False,False,False,True,False,False,False,False,False,False,True,False,False
0100_02,0.012658227848101266,False,False,False,False,False,False,0.0068783068783068784,False,False,False,False,True,False,False,False,False,False,False,True,False,False
0104_01,0.25316455696202533,False,False,False,False,False,False,0.013227513227513229,False,False,False,False,True,False,False,False,False,False,True,False,False,True
0106_01,0.21518987341772153,False,False,False,False,False,False,0.013756613756613757,False,False,True,False,True,False,False,False,False,False,True,False,False,True
0109_01,0.43037974683544306,False,False,False,False,False,False,0.011640211640211642,False,False,False,False,True,False,False,False,False,False,True,False,False,False
0117_01,0.3037974683544304,False,False,False,False,False,False,0.0021164021164021165,False,False,False,True,False,False,False,False,False,True,False,False,False,False
0118_01,0.3670886075949367,False,False,False,False,False,False,0.007407407407407408,False,False,False,False,True,False,False,False,False,False,False,True,False,False
0121_01,0.25316455696202533,False,False,False,False,False,False,0.013756613756613757,False,False,False,False,True,False,False,False,False,False,True,False,False,False
0124_01,0.06329113924050633,False,False,False,False,False,False,0.007936507936507938,False,False,True,False,False,False,False,False,False,False,False,True,False,False
0125_01,0.27848101265822783,False,False,False,False,False,False,0.0031746031746031746,True,False,True,False,False,False,True,False,False,False,False,False,False,False
0125_02,0.20253164556962025,False,False,False,False,False,False,0.0031746031746031746,True,False,False,False,True,False,True,False,False,False,False,False,False,False
0130_01,0.08860759493670886,False,False,False,False,False,False,0.008465608465608466,False,False,True,False,False,False,False,False,False,False,False,True,False,False
0131_01,0.45569620253164556,False,False,False,False,False,False,0.014814814814814815,False,False,False,False,False,False,False,False,False,False,True,False,False,True
0132_01,0.3291139240506329,False,False,False,False,False,False,0.0021164021164021165,False,True,False,False,False,False,False,False,True,False,False,False,False,True
0135_01,0.5063291139240507,False,False,False,False,False,False,0.014814814814814815,False,False,False,False,True,False,False,False,False,False,True,False,False,False
0137_01,0.3670886075949367,False,False,False,False,False,False,0.012698412698412698,False,False,True,False,True,False,False,False,False,False,False,True,False,True
0142_01,0.02531645569620253,False,False,False,False,False,False,0.015873015873015876,False,True,True,False,True,False,False,False,False,False,True,False,False,True
0142_02,0.2911392405063291,False,False,False,False,False,False,0.015873015873015876,False,True,False,False,True,False,False,False,False,False,True,False,False,True
0142_03,0.0,False,False,False,False,False,False,0.015873015873015876,False,True,False,False,True,False,False,False,False,False,True,False,False,True
0143_01,0.37974683544303794,False,False,False,False,False,False,0.0010582010582010583,True,False,False,False,False,False,False,True,False,False,False,False,False,False
0145_01,0.7088607594936709,False,False,False,False,False,False,0.0031746031746031746,False,False,False,False,True,False,False,False,False,True,False,False,False,False
0150_01,0.45569620253164556,False,False,False,False,False,False,0.003703703703703704,True,False,True,False,True,False,True,False,False,False,False,False,False,False
0150_02,0.7088607594936709,False,False,False,False,False,False,0.003703703703703704,True,False,True,False,True,False,True,False,False,False,False,False,False,False
0153_01,0.24050632911392406,False,False,False,False,False,False,0.016931216931216932,False,False,False,False,True,False,False,False,False,False,True,False,False,True
0154_01,0.49367088607594933,False,False,False,False,False,False,0.011111111111111112,False,False,True,True,False,False,False,False,False,False,False,True,False,False
0155_01,0.4810126582278481,False,False,False,False,False,False,0.01746031746031746,False,True,False,False,True,False,False,False,False,False,True,False,False,False
0156_01,0.3291139240506329,False,False,False,False,False,False,0.01798941798941799,False,True,False,False,True,False,False,False,False,False,True,False,False,False
0157_01,0.4430379746835443,False,False,False,False,False,False,0.0005291005291005291,True,False,False,False,True,False,False,False,False,False,False,False,False,False
0158_01,0.3291139240506329,False,False,False,False,False,False,0.004761904761904762,False,False,False,False,False,False,False,False,False,True,False,False,False,True
0158_02,0.3924050632911392,False,False,False,False,False,False,0.01746031746031746,False,False,False,False,True,False,False,False,False,False,True,False,False,True
0159_01,0.4810126582278481,False,False,False,False,False,False,0.01798941798941799,False,False,False,False,True,False,False,False,False,False,True,False,False,True
0161_01,0.34177215189873417,False,False,False,False,False,False,0.01851851851851852,False,False,False,False,False,False,False,False,False,False,True,False,False,False
0162_01,0.37974683544303794,False,False,False,False,False,False,0.01904761904761905,False,True,True,False,False,False,False,False,False,False,True,False,False,False
0166_01,0.27848101265822783,False,False,False,False,False,False,0.015343915343915345,False,False,False,False,True,False,False,False,False,False,False,True,False,True
0168_01,0.3670886075949367,False,False,False,False,False,False,0.003703703703703704,True,False,True,False,True,False,False,True,False,False,False,False,False,True
0175_01,0.0,False,False,False,False,False,False,0.013227513227513229,False,False,True,False,True,False,False,False,False,False,False,True,False,False
0175_02,0.10126582278481013,False,False,False,False,False,False,0.013227513227513229,False,False,False,False,False,False,False,False,False,False,False,True,False,False
0175_03,0.0379746835443038,False,False,False,False,False,False,0.013227513227513229,False,False,True,False,True,False,False,False,False,False,False,True,False,False
0175_04,0.34177215189873417,False,False,False,False,False,False,0.013227513227513229,False,False,True,False,True,False,False,False,False,False,False,True,False,False
0175_05,0.11392405063291139,False,False,False,False,False,False,0.013227513227513229,False,False,False,False,True,False,False,False,False,False,False,True,False,False
0176_01,0.3670886075949367,False,False,False,False,False,False,0.020634920634920638,False,False,False,True,False,False,False,False,False,False,True,False,False,False
0180_01,0.22784810126582278,False,False,False,False,False,False,0.021164021164021166,False,False,False,False,True,False,False,False,False,False,True,False,False,False
0184_01,0.27848101265822783,False,False,False,False,False,False,0.003703703703703704,False,True,False,False,True,False,False,False,False,True,False,False,False,False
0185_01,0.3037974683544304,False,False,False,False,False,False,0.019576719576719578,False,True,False,False,True,False,False,False,False,False,True,False,False,True
0187_01,0.31645569620253167,False,False,False,False,False,False,0.020105820105820106,False,True,True,False,False,False,False,False,False,False,True,False,False,True
0191_01,0.45569620253164556,False,False,False,False,False,False,0.020634920634920638,False,False,False,False,True,False,False,False,False,False,True,False,False,True
0194_01,0.17721518987341772,False,False,False,False,False,False,0.0021164021164021165,True,False,True,False,True,False,False,True,False,False,False,False,False,False
0194_02,0.3037974683544304,False,False,False,False,False,False,0.0021164021164021165,True,False,True,False,False,False,False,True,False,False,False,False,False,False
0194_03,0.3291139240506329,True,True,True,True,True,False,0.0021164021164021165,True,False,False,False,False,True,False,True,False,False,False,False,False,False
0204_01,0.3670886075949367,False,False,False,False,False,False,0.02275132275132275,False,False,False,True,False,False,False,False,False,False,True,False,False,False
0208_01,0.5063291139240507,False,False,False,False,False,False,0.01746031746031746,False,False,False,False,True,False,False,False,False,False,False,True,False,False
0209_01,0.45569620253164556,False,False,False,False,False,False,0.005291005291005292,True,False,False,False,True,False,True,False,False,False,False,False,False,False
0214_01,0.5822784810126582,False,False,False,False,False,False,0.006349206349206349,True,False,False,False,True,False,False,False,False,True,False,False,False,True
0214_02,0.5316455696202531,False,False,False,False,False,False,0.006349206349206349,True,False,False,False,True,False,False,False,False,True,False,False,False,True
0215_01,0.2911392405063291,False,False,False,False,False,False,0.01798941798941799,False,False,True,False,True,False,False,False,False,False,False,True,False,False
0218_01,0.24050632911392406,False,False,False,False,False,False,0.01851851851851852,False,False,False,False,True,False,False,False,False,False,False,True,False,False
0226_01,0.31645569620253167,False,False,False,False,False,False,0.003703703703703704,True,False,False,False,False,False,False,False,True,False,False,False,False,True
0227_01,0.27848101265822783,False,False,False,False,False,False,0.23386243386243388,False,False,False,False,True,False,False,False,False,False,True,False,False,True
0228_01,0.4430379746835443,False,False,False,False,False,False,0.0021164021164021165,True,False,True,False,True,False,True,False,False,False,False,False,False,True
0228_02,0.49367088607594933,False,False,False,False,False,False,0.0021164021164021165,True,False,False,False,False,False,True,False,False,False,False,False,False,True
0228_03,0.5316455696202531,False,False,False,False,False,False,0.0021164021164021165,True,False,True,False,False,False,True,False,False,False,False,False,False,True
